id,lat,lon,datetime,aod_055,aod_047,aod_qa
264265,40.46643,-79.93690,2023-11-07T19:35:00+00:00,0.0150,0.0200,1
264265,40.46643,-79.93690,2023-11-10T18:25:00+00:00,0.0260,0.0360,1
264265,40.46643,-79.93690,2023-11-11T15:00:00+00:00,0.1720,0.2380,1
264265,40.46643,-79.93690,2023-11-12T15:40:00+00:00,0.1530,0.2130,865
264265,40.46643,-79.93690,2023-11-12T18:05:00+00:00,0.0240,0.0330,1
264265,40.46643,-79.93690,2023-11-13T16:20:00+00:00,0.0450,0.0630,1
264265,40.46643,-79.93690,2023-11-13T18:50:00+00:00,0.0570,0.0800,1
264265,40.46643,-79.93690,2023-11-14T15:25:00+00:00,0.0810,0.1130,1089
264265,40.46643,-79.93690,2023-11-14T17:50:00+00:00,0.0190,0.0270,1
264265,40.46643,-79.93690,2023-11-14T19:30:00+00:00,0.0050,0.0080,1
264265,40.46643,-79.93690,2023-11-15T16:05:00+00:00,0.0440,0.0620,1
264265,40.46643,-79.93690,2023-11-16T15:05:00+00:00,0.0420,0.0580,1
264265,40.46643,-79.93690,2023-11-18T14:50:00+00:00,0.0340,0.0480,1089
264265,40.46643,-79.93690,2023-11-18T16:30:00+00:00,0.0350,0.0490,1
264265,40.46643,-79.93690,2023-11-18T19:00:00+00:00,0.0200,0.0290,1
264265,40.46643,-79.93690,2023-11-19T15:30:00+00:00,0.0670,0.0940,1
264265,40.46643,-79.93690,2023-11-19T18:05:00+00:00,0.0340,0.0480,1
264265,40.46643,-79.93690,2023-11-19T19:40:00+00:00,0.0100,0.0140,865
264265,40.46643,-79.93690,2023-11-23T19:10:00+00:00,0.0880,0.1230,1057
264265,40.46643,-79.93690,2023-11-25T16:20:00+00:00,0.0180,0.0250,1
264265,40.46643,-79.93690,2023-11-25T18:55:00+00:00,0.0320,0.0440,1
264265,40.46643,-79.93690,2023-12-08T18:05:00+00:00,0.0080,0.0120,1
264265,40.46643,-79.93690,2023-12-08T19:45:00+00:00,0.0000,0.0000,1057
264265,40.46643,-79.93690,2023-12-12T16:20:00+00:00,0.0290,0.0400,1
264265,40.46643,-79.93690,2023-12-12T19:15:00+00:00,0.0260,0.0360,1
264265,40.46643,-79.93690,2023-12-13T15:25:00+00:00,0.1560,0.2170,1
264265,40.46643,-79.93690,2023-12-13T18:15:00+00:00,0.0330,0.0460,1
264265,40.46643,-79.93690,2023-12-14T16:05:00+00:00,0.0410,0.0580,1
264265,40.46643,-79.93690,2023-12-14T19:00:00+00:00,0.0500,0.0710,1
264265,40.46643,-79.93690,2023-12-15T15:05:00+00:00,0.0410,0.0580,865
264265,40.46643,-79.93690,2023-12-15T18:00:00+00:00,0.0170,0.0240,1
264265,40.46643,-79.93690,2023-12-15T19:40:00+00:00,0.0030,0.0050,1
264265,40.46643,-79.93690,2023-12-20T15:15:00+00:00,0.2030,0.2820,1057
264265,40.46643,-79.93690,2023-12-20T18:10:00+00:00,0.0560,0.0780,1057
3986,40.43380,-79.87622,2023-01-09T19:10:00+00:00,0.0950,0.1330,1
3986,40.43380,-79.87622,2023-01-15T16:45:00+00:00,0.1340,0.1870,865
3986,40.43380,-79.87622,2023-01-15T18:30:00+00:00,0.1360,0.1900,1
3986,40.43380,-79.87622,2023-01-16T15:45:00+00:00,0.0980,0.1370,1
3986,40.43380,-79.87622,2023-02-11T18:00:00+00:00,0.0050,0.0070,1
3986,40.43380,-79.87622,2023-02-13T19:25:00+00:00,0.0260,0.0360,1
3986,40.43380,-79.87622,2023-02-15T16:40:00+00:00,0.0960,0.1330,1
3986,40.43380,-79.87622,2023-02-18T15:30:00+00:00,0.0470,0.0650,1
3986,40.43380,-79.87622,2023-02-18T18:00:00+00:00,0.0040,0.0060,1
3986,40.43380,-79.87622,2023-02-19T16:10:00+00:00,0.1420,0.1980,1
3986,40.43380,-79.87622,2023-02-19T18:45:00+00:00,0.0550,0.0770,1
3986,40.43380,-79.87622,2023-02-23T18:15:00+00:00,0.0290,0.0410,1057
3986,40.43380,-79.87622,2023-02-26T18:45:00+00:00,0.0810,0.1130,1
3986,40.43380,-79.87622,2023-03-01T16:25:00+00:00,0.1500,0.2090,1089
3986,40.43380,-79.87622,2023-03-01T19:15:00+00:00,0.0820,0.1150,1
3986,40.43380,-79.87622,2023-03-05T18:45:00+00:00,0.0870,0.1220,1
3986,40.43380,-79.87622,2023-03-07T15:40:00+00:00,0.0560,0.0780,1
3986,40.43380,-79.87622,2023-03-07T18:35:00+00:00,0.0140,0.0200,1
